1,1.689
1,1.2546
1,1.1281
1,1.2193
1,1.0001
1,1.3367
1,1.5144
1,1.5841
1,1.0262
1,2.1534
1,2.5769
1,1.3708
1,1.3705
1,1.7249
1,1.5077
1,1.0757
1,1.2095
1,1.2148
1,1.6614
1,0.99993
1,1.6102
1,1.3982
1,1.7725
1,1.2745
1,1.5003
1,1.7773
1,1.5035
1,1.0011
1,2.1799
1,2.1314
1,1.1527
1,1.2432
1,1.8676
1,1.2041
1,1.5427
1,1.0248
1,2.6367
1,1.4296
1,1.2045
1,1.4723
1,1.4852
1,2.1823
1,1.6019
1,1.4615
1,1.4085
1,1.0002
1,1.1641
1,1.4061
1,1.9964
1,1.0557
1,1.349
1,1.0004
1,1.2173
1,1.349
1,2.5173
1,2.4457
1,1.7595
1,1.4776
1,1.8674
1,1.6871
1,1.9935
1,1.5901
1,1.741
1,1.2729
1,2.1414
1,1.3052
1,1.5853
1,2.1804
1,1.2807
1,1.6578
1,1.0702
1,1.5889
1,1.6843
1,1.1892
1,1.2256
1,1.6028
1,2.0995
1,1.0004
1,0.99993
1,2.8802
1,0.99987
1,1.0348
1,1.4352
1,1.3745
1,1.9637
1,1.8272
1,1.3331
1,1.0199
1,1.4743
1,1.7614
1,1.3275
1,1.1023
1,2.482
1,0.9997
1,2.6458
1,1.9329
1,1.4496
1,1.081
1,0.9999
1,2.1746
1,1.4097
1,1.2702
1,1.5224
1,1.0797
1,2.1454
1,1.1667
1,1.4705
1,1.0486
1,1.8337
1,1.2615
1,1.1463
1,1.0176
1,2.0126
1,1.5915
1,1.5143
1,1.3334
1,1.9056
1,1.325
1,2.3058
1,2.1203
1,1.3726
1,1.4173
1,1.419
1,1.4675
1,1.157
1,1.6918
1,3.1057
1,2.2859
1,1.1121
1,1.9271
1,1.9
1,1.3914
1,1.2607
1,2.8448
1,1.5393
1,1.5921
1,1.2225
1,1.6746
1,1.1422
1,1.1707
1,1.0001
1,1.254
1,1.4134
1,1.2747
1,1.5895
1,1.1454
1,1.7099
1,1.004
1,1.2903
1,2.7227
1,1.0533
1,0.99992
1,1.0452
1,1.0497
1,1.3946
1,1.2913
1,1.5908
1,1.5129
1,2.3279
1,2.1327
1,1.6561
1,1.8567
1,1.3373
1,1.0737
1,1.3007
1,2.5745
1,1.6199
1,1.078
1,1.5188
1,1.7955
1,1.3252
1,1.0003
1,1.5805
1,3.0192
1,1.9748
1,1.0741
1,1.5482
1,1.3231
1,1.6267
1,1.3241
1,2.1565
1,1.9366
1,1.1593
1,1.397
1,1.455
1,2.0223
1,1.7053
1,1.1438
1,2.5091
1,1.342
1,1.5267
1,1.4912
1,1.5034
1,1.8313
1,1.4673
1,1.1955
1,2.888
1,1.9741
1,1.2624
1,1.4742
1,0.99997
1,3.0207
1,1.1605
1,1.1364
1,1.3038
1,1.276
1,1.245
1,1.0405
1,1.6769
1,1.2478
1,1.6347
1,1.0897
1,1.3359
1,1.0054
1,1.0001
1,1.0002
1,2.2113
1,1.6174
1,1.2157
1,1.1997
1,2.2425
1,2.2167
1,1.6345
1,1.2896
1,1.4579
1,1.1816
1,1.3451
1,2.5294
1,1.1741
1,1.3446
1,1.0807
1,1.4516
1,2.0429
1,1.5237
1,1.0678
1,1.6474
1,1.401
1,1.1892
1,1.3241
1,0.99976
1,1.0974
1,0.99962
1,1.3352
1,1.6786
1,1.7385
1,1.425
1,1.2019
1,1.283
1,2.0094
1,1.5716
1,1.7055
1,1.2688
1,1.0001
1,1.7375
1,1.0001
1,1.2453
1,1.5435
1,1.5247
1,1.6349
1,1.4219
1,1.1639
1,1.5744
1,1.1218
1,1.7753
1,1.7736
1,1.265
1,1.4567
1,2.0633
1,1.4407
1,1.6334
1,1.4502
1,1.3297
1,1.195
1,1.2372
1,1.2182
1,1.2327
1,1.8984
1,1.3266
1,1.65
1,1.7885
1,1.224
1,1.0001
1,1.0003
1,1.3942
1,1.27
1,1.1206
1,1.1917
1,2.276
1,1.5811
1,1.0152
1,1.307
1,1.2044
1,1.2211
1,1.2065
1,1.2086
1,1.881
1,1.1121
1,1.8332
1,1.3088
1,1.4498
1,1.5081
1,1.7571
1,1.0297
1,1.2922
1,1.2712
1,1.7625
1,1.055
1,1.5677
1,1.0533
1,1.57
1,1.1627
1,2.2755
1,1.2536
1,2.4086
1,1.3498
1,1.1452
1,1.3036
1,1.5417
1,3.3475
1,1.118
1,1.511
1,1.8116
1,1.159
1,1.7288
1,1.1096
1,0.99969
1,1.0258
1,3.1493
1,2.6403
1,1.779
1,1.2532
1,1.1801
1,1.4655
1,1.4065
1,1.0432
1,1.3471
1,1.175
1,1.2017
1,1.1677
1,0.99992
1,1.9422
1,1.6406
1,1.0002
1,1.2377
1,1.4978
1,1.228
1,1.1415
1,1.1997
1,2.4185
1,1.2885
1,1.3375
1,1.0003
1,1.4674
1,1.2145
1,1.6744
1,1.5082
1,1.1174
1,1.576
1,1.3602
1,1.1114
1,1.8702
1,2.9407
1,1.588
1,1.4307
1,1.6911
1,1.0276
1,1.1117
1,1.4631
1,1.8147
1,2.303
1,2.0165
1,1.5198
1,1.3077
1,1.1816
1,1.0001
1,1.1126
1,1.5029
1,2.0998
1,1.6723
1,1.22
1,2.401
1,1.5724
1,1.2954
1,1.2782
1,1.0179
1,1.3202
1,1.3891
1,1.7906
1,2.0524
1,1.6674
1,1.0448
1,1.3701
1,2.0032
1,1.7699
1,1.5767
1,1.6872
1,1.7396
1,1.8873
1,1.2023
1,1.5504
1,1.4163
1,1.433
1,1.0709
1,2.2404
1,1.1696
1,2.1353
1,2.1933
1,1.1759
1,1.1514
1,1.5645
1,0.99974
1,0.99973
1,1.0595
1,1.383
1,1.984
1,1.2731
1,1.5374
1,1.2576
1,1.8638
1,3.0284
1,1.0033
1,1.5968
1,1.6901
1,0.99979
1,1.8214
1,1.0713
1,1.0967
1,1.2112
1,1.1167
1,1.6889
1,0.99969
1,1.3304
1,1.0995
1,2.7156
1,2.3793
1,2.0073
1,2.0481
1,1.5024
1,1.4475
1,1.2105
1,1.0313
1,1.62
1,1.9175
1,1.2718
1,1.5683
1,1.0362
1,2.0736
1,1.4055
1,1.5168
1,1.586
1,1.4396
1,1.7975
1,1.3694
1,1.4959
1,1.575
1,1.2383
1,1.4906
1,1.5797
1,1.6653
1,1.2584
1,1.6437
1,1.7624
1,1.3586
1,1.4135
1,1.0621
1,1.3987
1,1.3139
1,1.3606
1,1.2851
1,1.209
1,1.5175
1,1.5461
1,1.3873
1,1.2892
1,1.1802
1,1.3713
1,1.8772
1,2.5723
1,1.446
1,1.4943
1,1.733
1,3.4301
1,1.1837
1,1.2985
1,1.6553
1,1.399
1,1.4665
1,1.7557
1,1.4623
1,1.3159
1,1.6304
1,1.6243
1,1.405
1,1.426
1,1.2736
1,1.192
1,1.6866
1,1.5484
1,2.2024
1,1.0882
1,1.1693
1,1.4765
1,1.907
1,2.1546
1,1.4352
1,1.7558
1,2.1405
1,1.8415
1,1.2791
1,2.5199
1,2.2057
1,1.2636
1,1.2504
1,1.1704
1,1.5537
1,1.3488
1,1.4893
1,1.2254
1,1.4633
1,1.0288
1,1.9668
1,2.5921
1,1.0001
1,2.2201
1,1.7922
1,1.8107
1,1.3553
1,1.5372
1,1.1483
1,2.2455
1,1.8623
1,1.9102
1,0.99973
1,2.1347
1,1.7348
1,1.9379
1,1.7713
1,1.0783
1,1.224
1,1.2488
1,1.8695
1,1.0328
1,1.4801
1,1.464
1,1.3878
1,1.1901
1,1.4847
1,1.66
1,1.3324
1,1.3104
1,1.27
1,1.5347
1,1.2556
1,1.0074
1,1.4336
1,1.6153
1,1.1526
1,1.3093
1,1.5843
1,2.1817
1,1.6426
1,1.4622
1,1.9007
1,2.4435
1,1.0001
1,1.4316
1,2.1239
1,1.3299
1,1.765
1,1.5745
1,1.4721
1,1.6669
1,1.9881
1,1.7841
1,1.5068
1,1.4492
1,1.465
1,2.4028
1,1.4789
1,3.3131
1,1.9423
1,2.4638
1,2.5459
1,1.7546
1,2.2389
1,2.2854
1,2.4039
1,1.5078
1,1.6506
1,1.6171
1,2.3367
1,1.7499
1,1.5623
1,2.2836
1,1.3814
1,1.5403
1,1.0331
1,1.3371
1,2.0746
1,2.8159
1,2.062
1,2.4096
1,1.9744
1,2.0546
1,2.2736
1,2.0567
1,3.5095
1,2.4512
1,1.0904
1,2.9737
1,1.2791
1,2.7686
1,1.5304
1,2.3342
1,1.8358
1,2.584
1,2.3765
1,2.494
1,1.2167
1,2.3195
1,2.4446
1,4.3003
1,2.6473
1,1.9275
1,2.1562
1,1.2916
1,1.1637
1,1.8569
1,2.6875
1,1.7529
1,3.5093
1,1.5308
